"","CodeEtab","Commune","CodeMat","Matiere","TypeEtab","NomEtab","Barre","ville","etablissement","effectif_presents_serie_l","effectif_presents_serie_es","effectif_presents_serie_s","effectif_presents_serie_stg","effectif_presents_serie_sti","effectif_presents_serie_stl","effectif_presents_serie_st2s","effectif_presents_serie_musiq_danse","effectif_presents_serie_hotellerie","effectif_presents_total_series","taux_brut_de_reussite_serie_l","taux_brut_de_reussite_serie_es","taux_brut_de_reussite_serie_s","taux_brut_de_reussite_serie_stg","taux_brut_de_reussite_serie_sti","taux_brut_de_reussite_serie_stl","taux_brut_de_reussite_serie_st2s","taux_brut_de_reussite_serie_musiq_danse","taux_brut_de_reussite_serie_hotellerie","taux_brut_de_reussite_total_series","taux_reussite_attendu_acad_serie_l","taux_reussite_attendu_acad_serie_es","taux_reussite_attendu_acad_serie_s","taux_reussite_attendu_acad_serie_stg","taux_reussite_attendu_acad_serie_sti","taux_reussite_attendu_acad_serie_stl","taux_reussite_attendu_acad_serie_st2s","taux_reussite_attendu_acad_serie_musiq_danse","taux_reussite_attendu_acad_serie_hotellerie","taux_reussite_attendu_acad_total_series","taux_reussite_attendu_france_serie_l","taux_reussite_attendu_france_serie_es","taux_reussite_attendu_france_serie_s","taux_reussite_attendu_france_serie_stg","taux_reussite_attendu_france_serie_sti","taux_reussite_attendu_france_serie_stl","taux_reussite_attendu_france_serie_st2s","taux_reussite_attendu_france_serie_musiq_danse","taux_reussite_attendu_france_serie_hotellerie","taux_reussite_attendu_france_total_series","sructure_pedagogique_en_5_groupes","bachel_sort_2de_1re_term_etab","bachel_sort_terminales_etab","bachel_sort_2de_1re_term_acad","bachel_sort_terminales_acad","bachel_sort_2de_1re_term_france","bachel_sort_terminales_france","effectif_de_seconde","effectif_de_premiere","taux_acces_brut_seconde_bac","taux_acces_attendu_acad_seconde_bac","taux_acces_attendu_france_seconde_bac","taux_acces_brut_premiere_bac","taux_acces_attendu_acad_premiere_bac","taux_acces_attendu_france_premiere_bac"
"152","0780709X","MAULE","L1300","MATHS","CLG","DE LA MAULDRE",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","0780709X","MAULE","L0426","ESPAGNOL","CLG","DE LA MAULDRE",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","0780711Z","LES MUREAUX","P7200","BIOTECHNOL","SES","CLG PAUL VERLAINE",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","0780712A","SAINT-ARNOULT-EN-YVELINES","L0201","LETT CLASS","CLG","GEORGES BRASSENS",133.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","0780712A","SAINT-ARNOULT-EN-YVELINES","L1000","HIST. GEO.","CLG","GEORGES BRASSENS",118.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","0780713B","BEYNES","L0426","ESPAGNOL","CLG","FRANCOIS RABELAIS",614.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","0780714C","SAINT-GERMAIN-EN-LAYE","L0080","DOC LYCEES","CLG","LES HAUTS GRILLETS",458.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","0780714C","SAINT-GERMAIN-EN-LAYE","L1600","S. V. T.","CLG","LES HAUTS GRILLETS",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","0780715D","BUC","L1900","E. P. S","CLG","MARTIN LUTHER KING",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","0780718G","VERSAILLES","L0421","ALLEMAND","CLG","RAYMOND POINCARE",495.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","0780718G","VERSAILLES","L0201","LETT CLASS","CLG","RAYMOND POINCARE",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","0780720J","MAUREPAS","L1400","TECHNOLOGI","CLG","ALEXANDRE DUMAS",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","0780720J","MAUREPAS","L0426","ESPAGNOL","CLG","ALEXANDRE DUMAS",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","0780758A","GARGENVILLE","L0201","LETT CLASS","CLG","ALBERT CAMUS",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","0780758A","GARGENVILLE","L0421","ALLEMAND","CLG","ALBERT CAMUS",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","0780760C","LES CLAYES-SOUS-BOIS","L0202","LET MODERN","CLG","LA FOSSE AUX DAMES",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","0780761D","PLAISIR","L0202","LET MODERN","CLG","GUILLAUME APOLLINAIRE",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","0780809F","VERSAILLES","O0040","ORIENTAT.","SADM","RECTORAT DE VERSAILLES",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","0780811H","ELANCOURT","O0040","ORIENTAT.","CIO","CIO DE ELANCOURT",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","0780845V","VERNOUILLET","L1300","MATHS","CLG","EMILE ZOLA",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
